NAME,CATEGORY,VIEW1PERMISSION1,VIEW1PERMISSION2,VIEW1PERMISSION3,VIEW1PERMISSION4,VIEW1PERMISSION5
"""Spiritlabs Master Control""","[""health-care"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Framework""","[""health-care"",""learning-development""]",,,,,
"""Jimmer""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Agende PRO""","[""health-care"",""health-wellness""]","""Settings""","""Profile & Contact Information""",,,
"""Shadow All In One Analytics""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""The Ticket Fairy""","[""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Partyline Platform""","[""crm""]","""Settings""","""Profile & Contact Information""",,,
"""Binadox SaaS management""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""proxolab""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Rippling""","[""human-resources""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""AppOmni""","[""content-and-compliance""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""","""Device Information"""
"""Heads Up!""","[""games""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Gong for Zoom Phone""","[""sales-automation""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""","""Device Information"""
"""Xyte""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""FitGrid LIVE""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Mighty Networks""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Make""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Canvas LTI""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Rev""","[""productivity"",""recording-transcriptions"",""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""ModernLoop""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Werewolf Friends""","[""games""]","""Settings""","""Profile & Contact Information""",,,
"""Fitune""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""Studyplus for School""","[""analytics"",""education""]","""Settings""","""Profile & Contact Information""",,,
"""Act-On""","[""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Qumu Stream, Record and Manage""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Zoho CRM for Zoom""","[""crm"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""ATTAZoo G for Zoom""","[""scheduling-calendar""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Zoom for Doodle""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Google Drive for Zoom""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""",,,
"""Microsoft Dynamics 365""","[""crm""]","""Settings""","""Profile & Contact Information""",,,
"""Nasdaq ConnectIR""","[""eCommerce""]","""Settings""","""Profile & Contact Information""",,,
"""Dr.Works For Zoom""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Keap""","[""crm""]","""Settings""","""Profile & Contact Information""",,,
"""TaskList""","[""productivity""]","""Content""",,,,
"""Schedulista""","[""scheduling-calendar""]",,,,,
"""Nearpod""","[""education"",""learning-development""]",,,,,
"""Rafiki.ai""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""ClearBookings""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""LiveChat""","[""customer-service""]","""Settings""","""Profile & Contact Information""",,,
"""Looppanel for User Research and Interviews""","[""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""zkipster""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Edusign""","[""education"",""learning-development""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""StudioYou""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Wellness Coach""","[""health-care"",""learning-development"",""social-activities""]","""Settings""","""Profile & Contact Information""",,,
"""NateOn""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""HCL Domino Online Meeting Integration""","[""team-collaborations""]",,,,,
"""RaeNotes""","[""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""exemplary.ai""","[""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""SpurrOpen""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""AimHarder""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Dryfta""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""IamSchool""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Abardo""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""Thrive Ministry""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Launch Zoom from Box""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""PeopleForce""","[""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""Smoothly""","[""health-care"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Mediafly""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Typito Video Editor""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Pop Up Registration - Free Website Popups""","[""marketing""]","""Settings""","""Profile & Contact Information""",,,
"""Notably""","[""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Trello moments""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Tutorfly""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""WodBoard""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""Prosvita""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Bounce House""","[""eventmanagement""]","""Profile & Contact Information""",,,,
"""Shaparency""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""WelcomeHome""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Passion.do host paid events""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""Statusly""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""OH2""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Explore Meetings""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""ServiceNow Admin Alerts""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Device Information""",,
"""Airschool""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Hiring Bull""","[""human-resources"",""productivity"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Flamingo""","[""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Unbreakout""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""DIY Websites""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Milk Video""","[""recording-transcriptions""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Calibri""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""picksl.io""","[""education"",""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Hyperstack""","[""education"",""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""GigLink.io""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Trainers App""","[""social-activities""]",,,,,
"""Adaptive Shield Remediation""","[""content-and-compliance""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""","""Device Information"""
"""Yahad""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""SWAMevent""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Slayte""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Lead Liaison""","[""eventmanagement"",""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Guru911MentoringApp""","[""scheduling-calendar""]",,,,,
"""WSExpo""","[""education"",""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""JoinVillageSession""","[""learning-development""]",,,,,
"""BasicOps""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""askSpoke""","[""customer-service""]",,,,,
"""Lylu""","[""social-activities""]","""Settings""","""Profile & Contact Information""",,,
"""eKadence for Districts""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Virtual Visits NG""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""ATUTA-PRO""","[""customer-service"",""education""]",,,,,
"""Teemly""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""WorkOutLoud""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""EnkinGT""","[""productivity""]",,,,,
"""Worklytics Analytics Connector""","[""analytics""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""","""Device Information"""
"""Automate.io""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Paycor Recruiting""","[""human-resources""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""ACES Meet""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Clara Labs""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""LeadsBridge""","[""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""CRM Connector""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""monday.com""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Grain for Zoom""","[""recording-transcriptions"",""team-collaborations"",""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Draw with Scribble Together Whiteboard""","[""education"",""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Gaggle Party""","[""games"",""productivity"",""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Jobvite""","[""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""Workable""","[""human-resources""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Sutra""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Envoy""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""MURAL""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Heartbeat""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Fellow""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Allo""","[""learning-development"",""productivity"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Automated Transcription""","[""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""iSpring Market""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Fitogram Zoom Integration""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Calendar.AI""","[""scheduling-calendar""]","""Profile & Contact Information""",,,,
"""GiraffePad""","[""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Servv""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Fireflies.ai - Zoom Meeting Transcripts & Notes""","[""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""The Events Calendar Virtual Events For Users""","[""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""WeConvene""","[""eCommerce""]","""Settings""","""Profile & Contact Information""",,,
"""CLASSUM_user""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""atSpoke""","[""customer-service""]","""Content""",,,,
"""HALERP""","[""eCommerce""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Adobe CC Notifications""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""CallTrackingMetrics""","[""analytics""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""","""Device Information"""
"""ForceManager""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Skillate""","[""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""ClinicOffice""","[""health-care"",""health-wellness""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Stack Overflow Notifications""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Friday""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Together Platform""","[""learning-development""]",,,,,
"""Symposium Events""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Sprintful""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Keybase Zoombot""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""AppointmentGuru""","[""health-care"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Kolabtree""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Pearson English Portal""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Skooly""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""aule.co""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Keypoint Connect Zoom Integration""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""BoardOnTrack""","[""education"",""team-collaborations""]",,,,,
"""Adobe XD""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""comiru_education""","[""customer-service""]","""Settings""","""Profile & Contact Information""",,,
"""Edutech-Link""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Homemuse""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Jira moments""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Msetsu""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""Synappx Meeting EU""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""SmartGig""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""MM""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Lyon.com.ph""","[""education"",""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Recordings+ for Atlassian Confluence""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""TeamLinkt""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Srush""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Brindle Booking""","[""customer-service"",""eventmanagement"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""OneMinutes""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Tutorbloc""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Warpwire""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""XOR""","[""human-resources""]","""Profile & Contact Information""",,,,
"""sfG MentorNet""","[""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""ourklyk""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Wired2Perform""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""56CardGameOnline""","[""social-activities""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Core Fitness""","[""eventmanagement"",""scheduling-calendar"",""social-activities""]","""Settings""","""Profile & Contact Information""",,,
"""Shuttle for Zoom""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Timefluence""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""2key SmartSessions""","[""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Cliniciel""","[""health-wellness""]","""Settings""","""Profile & Contact Information""",,,
"""EventX EMS Webinar Integration""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""iClass Corporate""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""ePlannerPro Virtual""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""LoooMs""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""OES EMS Link""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""Balance With Us""","[""health-care"",""social-activities""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""FS.COM""","[""sales-automation""]",,,,,
"""Project Room - HUE Works Suite""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""iTec School""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""modern-reliance-auth""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Strategy X""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Inzite""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""eCrayon""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""JustClick.io""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Geekbunk""","[""education"",""learning-development""]",,,,,
"""Viida""","[""customer-service""]",,,,,
"""YuJa Enterprise Video Platform""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""People.ai""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Oliv Meeting Recorder - Admin Edition""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Lumos""","[""content-and-compliance""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""ailead""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""pivot""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Hangouts Chat""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""AI Business Cards by Warmly""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Gmail""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""YouCanBook.me""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""HUMAN""","[""education"",""learning-development""]",,,,,
"""Pickle""","[""sales-automation""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Just Say The Word!""","[""games""]","""Settings""","""Profile & Contact Information""",,,
"""Reclaim.ai""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""WeSchool""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""vcita""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Flock""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Applause""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Trello""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Bucket.io 2.0""","[""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Coffee Break""","[""team-collaborations"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""CampusGroups""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Checkin""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Convene""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Bookafy""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""YouTube for Zoom""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Absorb""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""T/H Spaces Zoom""","[""social-activities""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""WPCal.io""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Gryphon ONE for Zoom""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""JLive""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Practice""","[""crm""]","""Settings""","""Profile & Contact Information""",,,
"""Exercise.com""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""PushtoLearn""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""RC Together for Organizations""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Copilot""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Vtiger CRM""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Wondr""","[""health-care"",""scheduling-calendar""]",,,,,
"""CLIPr""","[""analytics"",""recording-transcriptions"",""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Probooking V2""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Niuco""","[""eCommerce""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Letsmeet""","[""productivity"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Mentorloop""","[""human-resources""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Voice Atlas""","[""education"",""productivity""]","""Content""",,,,
"""Coaching WRX""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""SMART TeamWorks""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Polka""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""MyClass Remote""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""VoiceVibes""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Gist for Zoom""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Zoom for Twist""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Leverice""","[""team-collaborations""]",,,,,
"""Vmoso""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Oode""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Inclusive""","[""human-resources""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""CoffeeTalk""","[""social-activities""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""GLXStudio""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Gistify""","[""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""RegisterBlast""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Cademy""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Reservanto""","[""eventmanagement""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Covideo""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Cotano""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""HowNow""","[""learning-development""]","""Profile & Contact Information""",,,,
"""PLJEC Cloud""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""fosterwayApp""","[""education"",""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Spiti""","[""recording-transcriptions"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""PeerBie MyWork""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Teamly""","[""scheduling-calendar""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Fylamynt""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Hyarch Zoom""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""SmartMeeting""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""GovernSpot""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Data443 Chat History Scanner""","[""content-and-compliance""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Whambam""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Instaminutes""","[""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Integration for WordPress""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Funneljoy""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Hyperproof""","[""content-and-compliance""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Twishr""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Classengage""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Wordcraft""","[""education"",""learning-development""]",,,,,
"""Calbot""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""9cv9""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Talentech Online Meetings""","[""human-resources""]",,,,,
"""Onin""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Magical""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Krock.io""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Jooclass""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""PranaCare""","[""health-care"",""health-wellness""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""AIMS Zoom Plugin""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""nClass""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Chorus.ai""","[""sales-automation""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""","""Device Information"""
"""Vyopta CPM for Zoom Webhooks""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Blissfully""","[""content-and-compliance""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""","""Device Information"""
"""ScuolaSemplice""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Atlassian Jira and Service Desk""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Saba Cloud - Meetings""","[""learning-development""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""LTI""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""reteach""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Zoom for Freshworks CRM""","[""crm""]","""Settings""","""Profile & Contact Information""",,,
"""Asana""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""LeadConnector""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Trelica""","[""content-and-compliance""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""","""Device Information"""
"""Prelude - Formerly Interview Schedule""","[""human-resources""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Toddle""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
